occurrence_id	run_order	seed_id	seed_phrase	provider_request_id	carrier_locator	channel	position	raw_phrase	raw_count	exact_normalized_key	normalized_phrase_id	implicit_duplicate_group_id	implicit_duplicate_state	collapsed_to_normalized_phrase_id	mapping_reason	notes
R004|results|0194	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	194	четкая 9	3494	четкая 9	NP06211		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0195	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	195	как называются четки	3469	как называются четки	NP06212		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0196	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	196	четки группа	3463	четки группа	NP06213		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0197	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	197	группа четкие	3449	группа четкие	NP06214		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0198	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	198	нефритовые четки	3432	нефритовые четки	NP06215		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0199	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	199	четки рисунок	3426	четки рисунок	NP06216		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0200	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	200	четкие телефоны	3414	четкие телефоны	NP06217		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0201	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	201	четко понятно	3410	четко понятно	NP06218		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0202	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	202	фотография четки	3408	фотография четки	NP06219		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0203	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	203	фотографии четок	3407	фотографии четок	NP06220		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0204	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	204	четкая тема	3406	четкая тема	NP06221		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0205	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	205	прямо четко	3388	прямо четко	NP06222		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0206	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	206	четко выполнили	3383	четко выполнили	NP06223		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0207	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	207	четки онлайн бесплатно	3366	четки онлайн бесплатно	NP06224		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0208	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	208	четко писать	3365	четко писать	NP06225		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0209	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	209	четкие буквы	3343	четкие буквы	NP06226		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0210	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	210	буддийские четки	3290	буддийские четки	NP06227		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0211	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	211	четкие рисунки	3268	четкие рисунки	NP06228		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0212	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	212	четки обычные	3261	четки обычные	NP06229		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0213	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	213	ярко четко	3236	ярко четко	NP06230		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0214	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	214	глаза четко	3233	глаза четко	NP06231		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0215	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	215	черный четкий	3213	черный четкий	NP06232		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0216	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	216	четкие языки	3161	четкие языки	NP06233		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0217	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	217	четко края	3152	четко края	NP06234		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0218	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	218	найдены четки	3092	найдены четки	NP06235		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0219	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	219	четко прописанных	3090	четко прописанных	NP06236		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0220	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	220	белые четки	3083	белые четки	NP06237		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0221	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	221	песня у меня есть четкий план	3073	песня у меня есть четкий план	NP06238		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0222	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	222	четки средние	3065	четки средние	NP06239		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0223	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	223	четко и ясно	3062	четко и ясно	NP06240		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0224	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	224	четкое выполнение	3050	четкое выполнение	NP06241		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0225	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	225	какие четки лучшие	3041	какие четки лучшие	NP06242		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0226	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	226	четки помогают	3034	четки помогают	NP06243		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0227	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	227	четки хочешь	3034	четки хочешь	NP06244		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0228	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	228	четкая жизнь	3025	четкая жизнь	NP06245		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0229	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	229	четки крупные	3016	четки крупные	NP06246		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0230	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	230	четки девушка	3007	четки девушка	NP06247		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0231	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	231	есть ли быть четким	2988	есть ли быть четким	NP06248		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0232	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	232	четкий кровоток	2985	четкий кровоток	NP06249		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0233	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	233	четки название	2969	четки название	NP06250		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0234	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	234	названия четок	2968	названия четок	NP06251		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0235	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	235	должно быть четко и	2916	должно быть четко и	NP06252		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0236	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	236	четко поставленной	2913	четко поставленной	NP06253		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0237	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	237	четки 2026	2900	четки 2026	NP06254		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0238	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	238	четкое фото онлайн	2897	четкое фото онлайн	NP06255		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0239	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	239	четкий ответ на вопрос	2889	четкий ответ на вопрос	NP06256		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0240	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	240	у меня есть четкий план я приду	2885	у меня есть четкий план я приду	NP06257		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0241	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	241	четка тела	2872	четка тела	NP06258		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0242	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	242	как крутить четки	2858	как крутить четки	NP06259		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0243	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	243	четкий класс	2834	четкий класс	NP06260		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0244	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	244	у меня сегодня есть четкий план	2827	у меня сегодня есть четкий план	NP06261		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0245	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	245	четкие девушки	2824	четкие девушки	NP06262		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0246	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	246	четко сформулированная	2818	четко сформулированная	NP06263		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0247	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	247	четкая 12	2810	четкая 12	NP06264		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
R004|results|0248	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	248	современные четки	2797	современные четки	NP06265		NONE		ONE_TO_ONE_EXACT_NORMALIZED_KEY	Raw occurrence remains independently addressable in this ledger.
