occurrence_id	run_order	seed_id	seed_phrase	provider_request_id	carrier_locator	channel	position	phrase	count	family_id	family_label	assignment_reason_code	assignment_rule	business_fit_state	ambiguity_state	notes
R004|results|0832	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	832	четкие фигуры	845	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0833	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	833	четкие внешние	842	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0834	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	834	она двигается четко	839	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0835	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	835	без четких признаков	839	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0836	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	836	возьми четок	837	F004	Чётки как предмет	ROSARY_NOUN_WITH_EXPLICIT_CATALOG_SUPPORT	BASE_F004_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: noun/adjective separation still needs row review	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0837	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	837	гадание будущее с четким	835	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0838	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	838	гадание на ближайшее будущее с четким	835	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0839	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	839	образование округлой формы с четкими	834	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0840	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	840	сделать видео четким	831	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0841	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	841	вообще четко	830	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0842	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	842	четки автор	830	F004	Чётки как предмет	ROSARY_NOUN_WITH_EXPLICIT_CATALOG_SUPPORT	BASE_F004_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: noun/adjective separation still needs row review	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0843	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	843	четков	830	F023	Остаточные фразы с недостаточным смысловым контекстом	CURRENT_INPUT_CANNOT_RESOLVE_REFERENT	BASE_F023_RULE_RETAINED	UNRESOLVED	MATERIAL / PRESERVED	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0844	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	844	четки различные	830	F004	Чётки как предмет	ROSARY_NOUN_WITH_EXPLICIT_CATALOG_SUPPORT	BASE_F004_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: noun/adjective separation still needs row review	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0845	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	845	четки прозрачные	828	F004	Чётки как предмет	ROSARY_NOUN_WITH_EXPLICIT_CATALOG_SUPPORT	BASE_F004_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: noun/adjective separation still needs row review	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0846	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	846	пиши четко и разборчиво	825	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0847	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	847	гадание на ближайшее будущее с четким ответом	823	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0848	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	848	гадание на будущее с четким ответом	823	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0849	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	849	четкие челюсть	823	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0850	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	850	четкий тест на беременность	822	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0851	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	851	четко организованный	817	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0852	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	852	размытое фото сделать четким	816	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0853	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	853	существуют четкие	815	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0854	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	854	четки интересное	815	F004	Чётки как предмет	ROSARY_NOUN_WITH_EXPLICIT_CATALOG_SUPPORT	BASE_F004_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: noun/adjective separation still needs row review	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0855	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	855	четко поставленный вопрос	814	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0856	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	856	трахнул четкую	813	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0857	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	857	добавь четко	813	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0858	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	858	упражнения для четкой	812	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0859	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	859	организовано четко	812	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0860	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	860	произнести четче	812	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0861	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	861	четки метро	809	F004	Чётки как предмет	ROSARY_NOUN_WITH_EXPLICIT_CATALOG_SUPPORT	BASE_F004_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: noun/adjective separation still needs row review	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0862	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	862	эндометрия контуры четкие	808	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0863	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	863	считай четко	807	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0864	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	864	четкие ценности	806	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0865	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	865	четки перевод	805	F004	Чётки как предмет	ROSARY_NOUN_WITH_EXPLICIT_CATALOG_SUPPORT	BASE_F004_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: noun/adjective separation still needs row review	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0866	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	866	четки любви	803	F004	Чётки как предмет	ROSARY_NOUN_WITH_EXPLICIT_CATALOG_SUPPORT	BASE_F004_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: noun/adjective separation still needs row review	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0867	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	867	перевод четок	802	F004	Чётки как предмет	ROSARY_NOUN_WITH_EXPLICIT_CATALOG_SUPPORT	BASE_F004_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: noun/adjective separation still needs row review	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0868	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	868	форма неправильная четкие контуры	801	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0869	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	869	четкая стратегия	801	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0870	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	870	ответ пишите четко и разборчиво	801	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0871	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	871	четки из карандаша	801	F004	Чётки как предмет	ROSARY_NOUN_WITH_EXPLICIT_CATALOG_SUPPORT	BASE_F004_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: noun/adjective separation still needs row review	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0872	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	872	четки 45	799	F004	Чётки как предмет	ROSARY_NOUN_WITH_EXPLICIT_CATALOG_SUPPORT	BASE_F004_RULE_RETAINED	DIRECT_CLIENT_TITLE_SUPPORT	MATERIAL: noun/adjective separation still needs row review	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0873	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	873	четкая земля	796	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0874	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	874	четко цифра 2	795	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0875	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	875	четкое выражение	792	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
R004|results|0876	4	S004	чётки	wordstat-5f8ca245-591e-4eba-afa4-03d32a86a4cd	STEP_03_WORDSTAT_RAW/REQUERY_COMPRESSED/README_RECONSTRUCTION_2026-09-09.md#R003	results	876	четко инн	790	F014	Морфологический и лексический шум	EXPLICIT_NON_PRODUCT_MORPHOLOGY	BASE_F014_RULE_RETAINED	NO_PRODUCT_REFERENT_IN_OBSERVED_CONTEXT	LOW	assignment_retained_after_full_corpus_rule_rerun=true
